Temperature,x-acc,y-acc,z-acc,Pressure,Load,Flow,,,Nitrogen,,,Frequency,,,Failure Alert,Diagnostic Code
204,217,198,162,201,206,-1,1,-1,-1,1,-1,1,-1,-1,1,5
157,95,38,178,182,209,-1,1,-1,-1,1,-1,1,-1,-1,1,3
133,100,125,106,88,105,-1,-1,1,-1,-1,1,-1,-1,1,1,4
203,270,209,172,186,272,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
133,219,244,231,176,111,-1,1,-1,-1,1,-1,1,-1,-1,1,3
212,174,151,289,193,163,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
153,184,203,218,204,72,-1,1,-1,-1,1,-1,1,-1,-1,1,3
173,189,199,160,149,227,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
293,195,208,172,269,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
200,254,127,236,222,188,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
218,259,147,230,228,228,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
193,212,253,260,184,226,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
266,273,192,193,314,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
192,155,187,166,189,225,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
190,130,204,236,148,207,-1,1,-1,-1,1,-1,1,-1,-1,1,5
139,140,110,94,127,141,-1,-1,1,-1,-1,1,-1,-1,1,1,4
124,127,179,118,117,92,-1,-1,1,-1,-1,1,-1,-1,1,1,4
106,143,116,109,118,149,-1,-1,1,-1,-1,1,-1,-1,1,1,4
109,211,192,143,253,50,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
204,248,245,266,216,198,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
204,227,198,219,190,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
139,92,158,146,169,133,-1,-1,1,-1,-1,1,-1,-1,1,1,4
283,94,169,157,188,295,-1,1,-1,-1,1,-1,1,-1,-1,1,5
259,111,77,162,296,168,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
82,132,128,143,116,139,-1,-1,1,-1,-1,1,-1,-1,1,1,4
247,203,244,245,221,189,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
224,201,233,104,175,104,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
168,124,144,125,100,81,-1,-1,1,-1,-1,1,-1,-1,1,1,4
203,222,251,252,216,208,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
189,204,175,215,248,144,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
149,268,126,183,204,88,-1,1,-1,-1,1,-1,1,-1,-1,1,5
158,99,131,113,116,74,-1,-1,1,-1,-1,1,-1,-1,1,1,4
258,189,154,204,251,180,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
174,219,204,176,178,202,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
241,233,237,211,218,202,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
229,183,125,175,224,178,-1,1,-1,-1,1,-1,1,-1,-1,1,3
214,223,232,225,195,216,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
138,221,280,175,165,289,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
136,205,200,154,204,136,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
180,169,214,152,177,162,-1,1,-1,-1,1,-1,1,-1,-1,1,3
278,148,134,146,186,235,-1,1,-1,-1,1,-1,1,-1,-1,1,5
151,103,88,106,135,126,-1,-1,1,-1,-1,1,-1,-1,1,1,4
176,174,151,193,191,181,-1,1,-1,-1,1,-1,1,-1,-1,1,3
247,192,211,123,158,203,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
246,191,254,177,202,219,-1,1,-1,-1,1,-1,1,-1,-1,1,5
142,201,169,173,182,139,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
231,125,120,209,65,220,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
211,153,231,223,156,248,-1,1,-1,-1,1,-1,1,-1,-1,1,5
151,174,237,252,201,96,-1,1,-1,-1,1,-1,1,-1,-1,1,3
195,217,242,266,150,259,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
183,162,151,167,184,127,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
246,211,214,201,253,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
108,147,101,171,112,150,-1,-1,1,-1,-1,1,-1,-1,1,1,4
147,134,109,144,145,132,-1,-1,1,-1,-1,1,-1,-1,1,1,4
172,238,257,216,174,235,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
149,198,173,185,193,177,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
196,154,169,228,219,121,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
127,273,238,330,150,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
262,248,167,273,244,174,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
267,237,219,178,279,215,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
135,245,195,167,184,125,-1,1,-1,-1,1,-1,1,-1,-1,1,5
162,107,126,132,125,104,-1,-1,1,-1,-1,1,-1,-1,1,1,4
178,139,121,186,180,264,-1,1,-1,-1,1,-1,1,-1,-1,1,3
152,111,186,115,134,90,-1,-1,1,-1,-1,1,-1,-1,1,1,4
200,209,191,189,209,176,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
207,142,213,232,206,121,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
247,130,142,140,192,252,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
129,136,99,163,160,141,-1,-1,1,-1,-1,1,-1,-1,1,1,4
267,182,203,246,199,243,-1,1,-1,-1,1,-1,1,-1,-1,1,5
140,201,197,226,202,163,-1,1,-1,-1,1,-1,1,-1,-1,1,5
257,187,209,185,238,260,-1,1,-1,-1,1,-1,1,-1,-1,1,5
263,247,199,194,233,246,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
140,91,174,160,139,99,-1,-1,1,-1,-1,1,-1,-1,1,1,4
203,214,217,165,145,198,-1,1,-1,-1,1,-1,1,-1,-1,1,3
182,267,128,232,195,165,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
201,179,99,160,204,249,-1,1,-1,-1,1,-1,1,-1,-1,1,3
261,210,285,233,237,276,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
213,209,237,221,175,224,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
163,149,212,226,127,196,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
161,162,137,183,148,161,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
123,121,139,121,133,111,-1,-1,1,-1,-1,1,-1,-1,1,1,4
190,178,280,219,171,254,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
105,90,129,112,96,103,-1,-1,1,-1,-1,1,-1,-1,1,1,4
228,241,338,283,233,246,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
204,140,151,187,234,124,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
172,191,259,162,155,258,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
102,151,144,205,151,159,-1,1,-1,-1,1,-1,1,-1,-1,1,3
119,128,133,158,180,89,-1,1,-1,-1,1,-1,1,-1,-1,1,3
193,185,161,206,150,192,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
219,227,192,158,171,226,-1,1,-1,-1,1,-1,1,-1,-1,1,3
28,181,203,225,167,129,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
239,276,156,198,254,186,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
204,230,184,197,233,199,-1,1,-1,-1,1,-1,1,-1,-1,1,5
98,119,120,108,126,129,-1,-1,1,-1,-1,1,-1,-1,1,1,4
132,155,215,203,194,173,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
145,148,141,210,199,180,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
174,167,202,210,191,135,-1,1,-1,-1,1,-1,1,-1,-1,1,3
77,327,154,189,220,9,-1,1,-1,-1,1,-1,1,-1,-1,1,5
126,145,90,134,144,143,-1,-1,1,-1,-1,1,-1,-1,1,1,4
234,274,233,241,239,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
122,91,115,167,143,254,-1,1,-1,-1,1,-1,1,-1,-1,1,3
120,191,207,151,199,159,-1,1,-1,-1,1,-1,1,-1,-1,1,5
161,230,129,204,198,170,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
105,226,228,158,228,94,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
151,236,215,199,149,247,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
176,136,120,179,207,157,-1,1,-1,-1,1,-1,1,-1,-1,1,3
169,175,129,154,154,163,-1,1,-1,-1,1,-1,1,-1,-1,1,5
159,153,180,169,158,217,-1,1,-1,-1,1,-1,1,-1,-1,1,3
158,135,81,150,137,130,-1,-1,1,-1,-1,1,-1,-1,1,1,4
188,186,143,168,167,153,-1,1,-1,-1,1,-1,1,-1,-1,1,3
362,308,248,152,294,301,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
169,216,172,153,120,246,-1,1,-1,-1,1,-1,1,-1,-1,1,3
218,158,184,109,156,127,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
168,151,204,169,174,136,-1,1,-1,-1,1,-1,1,-1,-1,1,3
122,145,153,193,146,168,-1,1,-1,-1,1,-1,1,-1,-1,1,3
175,202,183,158,67,191,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
226,236,233,236,206,205,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
157,178,231,223,218,202,-1,1,-1,-1,1,-1,1,-1,-1,1,5
137,121,106,96,110,112,-1,-1,1,-1,-1,1,-1,-1,1,1,4
181,198,300,153,169,220,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
267,275,257,223,293,267,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
130,126,63,181,187,168,-1,1,-1,-1,1,-1,1,-1,-1,1,3
131,142,179,128,148,95,-1,-1,1,-1,-1,1,-1,-1,1,1,4
140,224,123,244,153,188,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
117,267,146,196,172,89,-1,1,-1,-1,1,-1,1,-1,-1,1,5
199,146,144,185,130,136,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
198,111,173,186,242,208,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
243,146,198,198,201,224,-1,1,-1,-1,1,-1,1,-1,-1,1,5
201,274,242,294,199,310,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
198,187,204,156,192,229,-1,1,-1,-1,1,-1,1,-1,-1,1,3
128,133,140,98,74,93,-1,-1,1,-1,-1,1,-1,-1,1,1,4
109,76,145,67,138,86,-1,-1,1,-1,-1,1,-1,-1,1,1,4
188,244,212,167,190,181,-1,1,-1,-1,1,-1,1,-1,-1,1,5
182,164,183,146,156,115,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
243,203,299,230,253,252,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
145,249,260,141,129,282,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
157,211,265,282,205,179,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
126,154,123,188,139,129,-1,-1,1,-1,-1,1,-1,-1,1,1,4
148,172,257,218,228,199,-1,1,-1,-1,1,-1,1,-1,-1,1,5
268,173,154,216,262,183,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
168,143,152,198,220,186,-1,1,-1,-1,1,-1,1,-1,-1,1,3
289,218,244,244,285,187,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
197,233,227,244,202,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
226,282,253,273,235,264,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
197,161,165,229,201,131,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
221,188,239,177,204,197,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
277,241,318,273,217,340,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
110,147,153,124,130,119,-1,-1,1,-1,-1,1,-1,-1,1,1,4
186,214,187,116,149,179,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
213,195,147,190,186,226,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
295,248,308,233,266,277,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
140,149,146,166,182,140,-1,-1,1,-1,-1,1,-1,-1,1,1,4
238,114,142,144,218,206,-1,1,-1,-1,1,-1,1,-1,-1,1,5
100,272,167,176,157,112,-1,1,-1,-1,1,-1,1,-1,-1,1,5
189,167,186,146,143,276,-1,1,-1,-1,1,-1,1,-1,-1,1,3
224,252,269,261,226,261,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
176,138,183,158,154,201,-1,1,-1,-1,1,-1,1,-1,-1,1,5
192,244,156,194,163,201,-1,1,-1,-1,1,-1,1,-1,-1,1,3
218,155,260,193,145,253,-1,1,-1,-1,1,-1,1,-1,-1,1,5
150,163,164,213,193,192,-1,1,-1,-1,1,-1,1,-1,-1,1,3
122,112,85,74,119,135,-1,-1,1,-1,-1,1,-1,-1,1,1,4
227,178,146,186,216,228,-1,1,-1,-1,1,-1,1,-1,-1,1,5
266,169,185,227,277,109,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
185,204,159,186,140,221,-1,1,-1,-1,1,-1,1,-1,-1,1,5
106,125,113,98,123,138,-1,-1,1,-1,-1,1,-1,-1,1,1,4
230,152,177,204,245,184,-1,1,-1,-1,1,-1,1,-1,-1,1,5
172,222,149,151,137,153,-1,1,-1,-1,1,-1,1,-1,-1,1,5
167,174,192,226,198,187,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
221,173,114,210,224,128,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
229,184,172,192,241,198,-1,1,-1,-1,1,-1,1,-1,-1,1,5
81,186,206,191,236,19,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
174,203,186,189,181,145,-1,1,-1,-1,1,-1,1,-1,-1,1,3
165,142,147,171,224,163,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
191,199,167,230,216,201,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
228,216,277,274,220,264,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
288,260,205,192,307,256,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
185,126,122,189,198,174,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
218,172,214,166,169,218,-1,1,-1,-1,1,-1,1,-1,-1,1,5
184,171,267,252,181,183,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
100,122,152,133,141,103,-1,-1,1,-1,-1,1,-1,-1,1,1,4
215,231,206,84,155,185,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
122,176,136,202,283,146,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
197,154,273,225,207,244,-1,1,-1,-1,1,-1,1,-1,-1,1,5
196,157,180,171,198,142,-1,1,-1,-1,1,-1,1,-1,-1,1,3
154,108,136,129,177,145,-1,-1,1,-1,-1,1,-1,-1,1,1,4
222,252,150,185,196,165,-1,1,-1,-1,1,-1,1,-1,-1,1,3
220,124,159,153,159,221,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
100,180,144,146,117,162,-1,-1,1,-1,-1,1,-1,-1,1,1,4
272,166,171,265,239,145,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
149,171,178,180,166,106,-1,1,-1,-1,1,-1,1,-1,-1,1,3
78,136,180,156,129,147,-1,-1,1,-1,-1,1,-1,-1,1,1,4
153,179,192,184,170,145,-1,1,-1,-1,1,-1,1,-1,-1,1,5
208,211,186,199,230,192,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
99,87,76,50,117,142,-1,-1,1,-1,-1,1,-1,-1,1,1,4
278,217,181,263,298,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
218,134,159,176,184,167,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
358,199,171,123,313,299,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
150,131,127,111,82,96,-1,-1,1,-1,-1,1,-1,-1,1,1,4
92,118,149,120,138,138,-1,-1,1,-1,-1,1,-1,-1,1,1,4
159,153,186,202,225,176,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
145,117,192,201,224,92,-1,1,-1,-1,1,-1,1,-1,-1,1,3
122,244,141,180,186,112,-1,1,-1,-1,1,-1,1,-1,-1,1,5
173,145,140,127,81,113,-1,-1,1,-1,-1,1,-1,-1,1,1,4
204,254,189,234,202,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
101,150,99,63,67,133,-1,-1,1,-1,-1,1,-1,-1,1,1,4
166,95,86,242,170,202,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
193,103,164,166,226,179,-1,1,-1,-1,1,-1,1,-1,-1,1,3
130,111,135,154,189,184,-1,1,-1,-1,1,-1,1,-1,-1,1,3
162,137,180,209,83,195,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
227,174,130,153,202,114,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
132,148,114,214,169,225,-1,1,-1,-1,1,-1,1,-1,-1,1,3
162,223,252,200,187,191,-1,1,-1,-1,1,-1,1,-1,-1,1,5
151,94,121,84,98,73,-1,-1,1,-1,-1,1,-1,-1,1,1,4
217,173,245,127,165,127,-1,1,-1,-1,1,-1,1,-1,-1,1,3
164,200,166,172,220,170,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
185,124,144,186,165,119,-1,-1,1,-1,-1,1,-1,-1,1,1,4
310,159,280,211,250,312,-1,1,-1,-1,1,-1,1,-1,-1,-1,2
186,175,155,170,164,180,-1,1,-1,-1,1,-1,1,-1,-1,1,5
130,200,187,187,193,128,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
207,169,227,155,222,207,-1,1,-1,-1,1,-1,1,-1,-1,1,5
263,202,267,229,247,223,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
178,221,195,178,199,179,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
217,210,121,159,164,169,-1,1,-1,-1,-1,1,-1,-1,1,1,5
227,183,188,157,217,169,-1,1,-1,-1,1,-1,-1,1,-1,1,3
163,207,200,179,161,246,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
136,156,174,182,144,152,-1,1,-1,-1,1,-1,1,-1,-1,1,3
198,211,208,133,44,165,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
179,140,174,203,151,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
192,222,251,236,187,211,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
209,217,186,180,171,245,-1,1,-1,-1,1,-1,1,-1,-1,1,3
133,130,147,155,174,150,-1,-1,1,-1,-1,1,-1,-1,1,1,4
207,216,208,164,178,134,-1,1,-1,-1,1,-1,1,-1,-1,1,3
161,150,172,195,177,168,-1,1,-1,-1,1,-1,1,-1,-1,1,3
123,104,225,160,147,154,-1,1,-1,-1,1,-1,1,-1,-1,1,3
104,113,115,87,80,100,-1,1,-1,-1,1,-1,1,-1,-1,1,4
114,90,128,36,110,91,-1,-1,1,-1,-1,1,-1,-1,1,1,4
144,114,82,81,120,99,-1,-1,1,-1,-1,1,-1,-1,1,1,4
162,94,137,132,174,107,-1,-1,1,-1,-1,1,-1,-1,1,1,4
174,219,157,205,196,147,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
228,190,142,119,158,212,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
99,100,90,38,116,95,-1,-1,1,-1,-1,1,-1,-1,1,1,4
116,138,117,138,147,151,-1,-1,1,-1,-1,1,-1,-1,1,1,4
129,211,244,198,128,268,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
192,201,193,185,250,210,-1,1,-1,-1,1,-1,1,-1,-1,1,5
209,215,242,251,223,205,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
109,162,97,148,117,183,-1,-1,1,-1,-1,1,-1,-1,1,1,4
272,270,250,212,270,279,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
177,235,166,225,196,204,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
109,122,188,218,165,162,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
210,206,181,241,224,244,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
157,159,161,234,149,178,-1,1,-1,-1,1,-1,1,-1,-1,1,5
243,232,142,219,257,157,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
206,234,221,260,213,253,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
248,112,150,141,194,214,-1,1,-1,-1,1,-1,1,-1,-1,1,5
219,132,166,142,172,219,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
201,165,195,220,220,203,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
133,88,203,129,172,85,-1,-1,1,-1,-1,1,-1,-1,1,1,4
321,270,196,170,291,250,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
238,222,219,228,237,198,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
270,217,278,228,227,302,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
259,205,253,221,233,256,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
262,234,56,197,286,98,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
112,155,166,187,146,157,-1,1,-1,-1,1,-1,1,-1,-1,1,3
225,184,95,160,209,186,-1,1,-1,-1,1,-1,1,-1,-1,1,3
133,230,155,177,215,136,-1,1,-1,-1,1,-1,1,-1,-1,1,5
195,132,213,196,182,234,-1,1,-1,-1,1,-1,1,-1,-1,1,5
273,186,171,194,221,250,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
180,108,114,182,240,173,-1,1,-1,-1,1,-1,1,-1,-1,1,3
217,170,205,125,226,162,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
171,201,254,202,177,226,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
147,92,182,151,201,87,-1,-1,1,-1,-1,1,-1,-1,1,1,4
170,213,212,198,191,168,-1,1,-1,-1,1,-1,1,-1,-1,1,5
276,210,230,172,281,213,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
190,150,234,195,185,206,-1,1,-1,-1,1,-1,1,-1,-1,1,5
195,133,179,213,197,223,-1,1,-1,-1,1,-1,1,-1,-1,1,5
234,198,124,223,245,170,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
184,201,181,124,167,136,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
169,269,197,155,210,153,-1,1,-1,-1,1,-1,1,-1,-1,1,5
119,129,131,132,119,127,-1,-1,1,-1,-1,1,-1,-1,1,1,4
239,220,212,205,194,250,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
218,284,325,168,145,182,-1,1,-1,-1,1,-1,1,-1,-1,1,3
147,222,234,270,158,218,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
263,207,182,247,266,205,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
182,233,258,193,168,282,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
172,202,172,181,156,161,-1,1,-1,-1,1,-1,1,-1,-1,1,3
141,105,146,108,149,82,-1,-1,1,-1,-1,1,-1,-1,1,1,4
161,133,125,181,217,154,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
200,219,214,181,156,202,-1,1,-1,-1,1,-1,1,-1,-1,1,3
139,109,145,115,98,100,-1,-1,1,-1,-1,1,-1,-1,1,1,4
209,193,229,227,152,215,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
151,122,126,127,138,133,-1,-1,1,-1,-1,1,-1,-1,1,1,4
190,222,157,216,167,213,-1,1,-1,-1,1,-1,-1,1,-1,-1,2
226,165,253,194,194,188,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
231,194,201,220,220,218,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
205,219,187,238,213,148,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
124,183,158,241,195,98,-1,1,-1,-1,1,-1,1,-1,-1,1,3
103,201,250,171,177,120,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
210,200,208,93,220,146,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
222,105,130,174,182,220,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
253,265,265,255,233,282,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
214,210,245,234,229,205,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
196,136,112,112,117,100,-1,-1,1,-1,-1,1,-1,-1,1,1,4
148,117,132,127,103,96,-1,1,-1,-1,1,-1,1,-1,-1,1,4
192,203,157,169,192,156,-1,1,-1,-1,1,-1,1,-1,-1,1,5
88,172,144,208,187,161,-1,-1,1,-1,-1,1,-1,-1,1,1,4
167,175,211,186,206,172,-1,1,-1,-1,1,-1,1,-1,-1,1,5
176,202,233,175,168,186,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
187,169,206,221,200,204,-1,1,-1,-1,1,-1,1,-1,-1,1,5
171,226,235,283,186,245,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
171,221,243,217,198,252,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
224,216,141,228,237,182,-1,1,-1,-1,1,-1,1,-1,-1,1,5
264,83,144,138,266,155,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
176,265,109,219,261,95,-1,1,-1,-1,1,-1,1,-1,-1,1,5
103,123,107,140,126,147,-1,-1,1,-1,-1,1,-1,-1,1,1,4
189,195,209,188,155,179,-1,1,-1,-1,1,-1,1,-1,-1,1,3
122,109,119,152,162,153,-1,-1,1,-1,-1,1,-1,-1,1,1,4
261,201,328,255,254,281,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
127,199,221,210,194,184,-1,1,-1,-1,1,-1,1,-1,-1,1,5
227,295,142,222,268,201,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
194,139,83,129,156,354,-1,1,-1,-1,1,-1,1,-1,-1,1,3
203,219,210,226,195,217,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
125,96,152,196,187,86,-1,1,-1,-1,1,-1,1,-1,-1,1,3
201,206,135,269,231,126,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
100,169,131,255,185,149,-1,1,-1,-1,1,-1,1,-1,-1,1,3
173,122,160,199,180,224,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
125,127,129,124,117,122,-1,-1,1,-1,-1,1,-1,-1,1,1,4
179,148,95,219,175,192,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
153,177,186,179,172,180,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
168,160,215,259,140,206,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
264,204,221,218,256,219,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
177,219,199,176,152,169,-1,1,-1,-1,1,-1,1,-1,-1,1,3
232,250,221,250,238,219,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
216,155,241,169,197,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
197,263,251,213,184,163,-1,1,-1,-1,1,-1,1,-1,-1,1,3
165,247,118,185,162,128,-1,1,-1,-1,1,-1,1,-1,-1,1,5
182,223,215,231,178,211,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
128,168,199,159,170,95,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
203,291,240,224,214,287,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
234,284,195,219,231,223,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
228,232,145,174,190,163,-1,1,-1,-1,1,-1,1,-1,-1,1,5
97,218,227,162,156,100,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
141,125,161,106,103,101,-1,-1,1,-1,-1,1,-1,-1,1,1,4
44,220,177,224,287,56,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
148,133,121,189,187,153,-1,1,-1,-1,1,-1,1,-1,-1,1,3
